FIPS,Geography,Year,chlamydia_cases,congenital_syphilis_cases,"early_non-primary,_non-secondary_syphilis_cases",gonorrhea_cases,primary_and_secondary_syphilis_cases,chlamydia_rate_per_100000,congenital_syphilis_rate_per_100000,"early_non-primary,_non-secondary_syphilis_rate_per_100000",gonorrhea_rate_per_100000,primary_and_secondary_syphilis_rate_per_100000,households_living_below_the_federal_poverty_level_numerator,population_25_years_and_older_w/o_hs_diploma_numerator,uninsured_numerator,vacant_housing_numerator,households_living_below_the_federal_poverty_level_percent,population_25_years_and_older_w/o_hs_diploma_percent,uninsured_percent,vacant_housing_percent
40,Oklahoma,2012,16843.0,0.0,146.0,4441.0,83.0,441.1,0.0,3.8,116.3,2.2,,,,,13.1,13.4,18.4,13.8
40,Oklahoma,2013,18278.0,0.0,237.0,5303.0,118.0,474.4,0.0,6.2,137.6,3.1,,,,,12.5,13.3,17.7,14.0
40,Oklahoma,2014,20662.0,6.0,198.0,6137.0,151.0,532.8,11.2,5.1,158.2,3.9,,,,,12.2,12.7,15.4,14.1
40,Oklahoma,2015,21025.0,7.0,222.0,6542.0,209.0,537.8,13.2,5.7,167.3,5.3,,,,,11.7,12.7,13.9,14.3
40,Oklahoma,2016,21449.0,3.0,339.0,7574.0,264.0,546.3,5.7,8.6,192.9,6.7,,,,,11.5,12.2,13.8,14.6
40,Oklahoma,2017,21752.0,7.0,478.0,9081.0,373.0,553.3,13.9,12.2,231.0,9.5,,,,,11.6,11.9,14.2,15.2
40,Oklahoma,2018,21974.0,11.0,342.0,8998.0,531.0,557.7,22.1,8.7,228.4,13.5,,,,,11.4,11.6,14.2,14.8
40,Oklahoma,2019,23518.0,42.0,339.0,10491.0,791.0,594.3,85.5,8.6,265.1,20.0,,,,,10.8,11.6,14.3,14.5
40,Oklahoma,2020,21208.0,52.0,380.0,11204.0,941.0,535.3,109.2,9.6,282.8,23.8,,,,,9.7,10.8,15.3,14.0
40,Oklahoma,2021,20709.0,85.0,568.0,10273.0,1225.0,519.5,175.6,14.2,257.7,30.7,,,,,11.5,11.3,13.8,12.2
41,Oregon,2000,7107.0,0.0,19.0,1038.0,12.0,207.2,0.0,0.6,30.3,0.3,,,,,,,,
41,Oregon,2001,7454.0,0.0,9.0,1144.0,13.0,214.8,0.0,0.3,33.0,0.4,,,,,,,,
41,Oregon,2002,7009.0,0.0,18.0,909.0,28.0,199.3,0.0,0.5,25.8,0.8,,,,,,,,
41,Oregon,2003,7688.0,0.0,27.0,1000.0,48.0,216.5,0.0,0.8,28.2,1.4,,,,,,,,
41,Oregon,2004,8690.0,0.0,29.0,1302.0,29.0,243.2,0.0,0.8,36.4,0.8,,,,,,,,
41,Oregon,2005,9018.0,0.0,16.0,1562.0,41.0,249.3,0.0,0.4,43.2,1.1,,,,,,,,
41,Oregon,2006,9577.0,0.0,19.0,1461.0,29.0,260.5,0.0,0.5,39.7,0.8,,,,,,,,
41,Oregon,2007,9849.0,2.0,6.0,1236.0,18.0,264.0,4.1,0.2,33.1,0.5,,,,,,,,
41,Oregon,2008,10744.0,0.0,18.0,1225.0,26.0,284.2,0.0,0.5,32.4,0.7,,,,,,,,
41,Oregon,2009,11497.0,0.0,29.0,1113.0,57.0,300.7,0.0,0.8,29.1,1.5,,,,,,,,
41,Oregon,2010,12352.0,0.0,33.0,1076.0,71.0,321.9,0.0,0.9,28.0,1.9,,,,,,,,
41,Oregon,2011,13643.0,0.0,63.0,1489.0,97.0,352.3,0.0,1.6,38.5,2.5,,,,,11.9,10.7,15.7,9.9
41,Oregon,2012,13454.0,1.0,94.0,1464.0,212.0,345.1,2.2,2.4,37.5,5.4,,,,,12.1,10.1,14.9,9.8
41,Oregon,2013,14181.0,0.0,127.0,1729.0,267.0,361.5,0.0,3.2,44.1,6.8,,,,,11.3,10.2,14.7,9.5
41,Oregon,2014,15508.0,2.0,149.0,2320.0,272.0,391.3,4.4,3.8,58.5,6.9,,,,,11.0,10.3,9.7,9.7
41,Oregon,2015,16305.0,6.0,214.0,3232.0,345.0,406.0,13.1,5.3,80.5,8.6,,,,,9.9,10.0,7.0,9.6
41,Oregon,2016,17425.0,6.0,250.0,4353.0,327.0,426.0,13.2,6.1,106.4,8.0,,,,,8.5,9.7,6.2,9.3
41,Oregon,2017,18634.0,8.0,205.0,5022.0,352.0,449.7,18.3,4.9,121.2,8.5,,,,,8.8,9.0,6.8,9.3
41,Oregon,2018,19224.0,10.0,299.0,5913.0,424.0,459.7,23.7,7.1,141.4,10.1,,,,,8.0,9.5,7.1,8.3
41,Oregon,2019,19279.0,18.0,357.0,6130.0,454.0,457.1,43.0,8.5,145.3,10.8,,,,,6.6,8.6,7.2,8.8
41,Oregon,2020,15858.0,19.0,304.0,6412.0,628.0,373.9,47.7,7.2,151.2,14.8,,,,,6.6,8.1,6.6,7.8
41,Oregon,2021,15596.0,27.0,478.0,6221.0,949.0,367.3,66.0,11.3,146.5,22.3,,,,,7.6,8.1,6.1,7.3
42,Pennsylvania,2000,26476.0,9.0,278.0,13568.0,77.0,215.5,6.2,2.3,110.5,0.6,,,,,,,,
42,Pennsylvania,2001,28319.0,4.0,260.0,14214.0,99.0,230.3,2.8,2.1,115.6,0.8,,,,,,,,
42,Pennsylvania,2002,31791.0,5.0,237.0,13294.0,105.0,258.0,3.5,1.9,107.9,0.9,,,,,,,,
42,Pennsylvania,2003,37291.0,2.0,216.0,11866.0,159.0,301.7,1.4,1.7,96.0,1.3,,,,,,,,
42,Pennsylvania,2004,38025.0,0.0,183.0,11236.0,118.0,307.0,0.0,1.5,90.7,1.0,,,,,,,,
42,Pennsylvania,2005,37261.0,1.0,204.0,11222.0,199.0,300.1,0.7,1.6,90.4,1.6,,,,,,,,
42,Pennsylvania,2006,39487.0,3.0,286.0,11466.0,264.0,316.7,2.0,2.3,92.0,2.1,,,,,,,,
42,Pennsylvania,2007,42469.0,8.0,309.0,12706.0,263.0,339.3,5.3,2.5,101.5,2.1,,,,,,,,
42,Pennsylvania,2008,42233.0,8.0,309.0,11071.0,272.0,336.2,5.4,2.5,88.1,2.2,,,,,,,,
42,Pennsylvania,2009,43068.0,5.0,361.0,10138.0,341.0,341.8,3.4,2.9,80.4,2.7,,,,,,,,
42,Pennsylvania,2010,47518.0,3.0,355.0,12883.0,369.0,373.8,2.1,2.8,101.4,2.9,,,,,,,,
42,Pennsylvania,2011,52884.0,5.0,412.0,13770.0,373.0,414.9,3.5,3.2,108.0,2.9,,,,,9.6,11.3,10.1,11.5
42,Pennsylvania,2012,54993.0,6.0,484.0,15390.0,494.0,430.7,4.2,3.8,120.5,3.9,,,,,9.5,11.1,9.8,11.0
42,Pennsylvania,2013,52056.0,3.0,581.0,13874.0,471.0,407.4,2.1,4.5,108.6,3.7,,,,,9.3,10.8,9.7,11.3
42,Pennsylvania,2014,50536.0,4.0,641.0,12710.0,532.0,395.2,2.8,5.0,99.4,4.2,,,,,9.4,10.6,8.5,11.5
42,Pennsylvania,2015,53460.0,7.0,770.0,12791.0,655.0,418.2,5.0,6.0,100.0,5.1,,,,,9.1,10.3,6.4,11.5
42,Pennsylvania,2016,56930.0,5.0,982.0,14603.0,755.0,445.4,3.6,7.7,114.2,5.9,,,,,8.6,9.8,5.6,12.0
42,Pennsylvania,2017,56447.0,7.0,1100.0,15244.0,793.0,441.4,5.1,8.6,119.2,6.2,,,,,8.1,9.4,5.5,12.0
42,Pennsylvania,2018,59340.0,9.0,1192.0,15887.0,797.0,463.6,6.6,9.3,124.1,6.2,,,,,8.1,9.0,5.5,11.2
42,Pennsylvania,2019,61694.0,13.0,1138.0,16059.0,991.0,481.9,9.7,8.9,125.4,7.7,,,,,8.2,9.0,5.8,10.7
42,Pennsylvania,2020,52272.0,15.0,1166.0,18280.0,1046.0,402.4,11.5,9.0,140.7,8.1,,,,,7.3,8.4,6.3,10.0
42,Pennsylvania,2021,53124.0,14.0,1478.0,18912.0,1310.0,409.8,10.6,11.4,145.9,10.1,,,,,8.3,8.1,5.5,9.4
44,Rhode Island,2000,2632.0,0.0,1.0,661.0,4.0,250.5,0.0,0.1,62.9,0.4,,,,,,,,
44,Rhode Island,2001,2912.0,0.0,1.0,830.0,9.0,275.3,0.0,0.1,78.5,0.9,,,,,,,,
44,Rhode Island,2002,2832.0,0.0,9.0,900.0,13.0,265.4,0.0,0.8,84.4,1.2,,,,,,,,
44,Rhode Island,2003,3000.0,0.0,7.0,973.0,33.0,279.7,0.0,0.7,90.7,3.1,,,,,,,,
44,Rhode Island,2004,3442.0,1.0,15.0,816.0,26.0,319.9,7.8,1.4,75.8,2.4,,,,,,,,
44,Rhode Island,2005,3269.0,0.0,5.0,438.0,24.0,305.7,0.0,0.5,41.0,2.2,,,,,,,,
44,Rhode Island,2006,3142.0,0.0,6.0,508.0,14.0,295.2,0.0,0.6,47.7,1.3,,,,,,,,
44,Rhode Island,2007,3177.0,0.0,10.0,402.0,36.0,299.8,0.0,0.9,37.9,3.4,,,,,,,,
44,Rhode Island,2008,3317.0,0.0,7.0,307.0,18.0,313.4,0.0,0.7,29.0,1.7,,,,,,,,
44,Rhode Island,2009,3615.0,1.0,14.0,322.0,20.0,341.9,8.7,1.3,30.5,1.9,,,,,,,,
44,Rhode Island,2010,3480.0,0.0,20.0,291.0,41.0,330.2,0.0,1.9,27.6,3.9,,,,,,,,
44,Rhode Island,2011,4146.0,0.0,20.0,360.0,46.0,393.5,0.0,1.9,34.2,4.4,,,,,10.6,15.2,10.8,11.3
44,Rhode Island,2012,4313.0,0.0,24.0,507.0,44.0,409.0,0.0,2.3,48.1,4.2,,,,,9.2,13.9,11.1,10.7
44,Rhode Island,2013,4312.0,0.0,22.0,454.0,45.0,408.7,0.0,2.1,43.0,4.3,,,,,10.7,14.1,11.6,12.0
44,Rhode Island,2014,4349.0,0.0,49.0,590.0,71.0,411.9,0.0,4.6,55.9,6.7,,,,,10.0,14.2,7.4,11.5
44,Rhode Island,2015,4575.0,0.0,38.0,580.0,77.0,433.2,0.0,3.6,54.9,7.3,,,,,10.1,12.3,5.7,11.9
44,Rhode Island,2016,4936.0,0.0,63.0,716.0,90.0,467.1,0.0,6.0,67.8,8.5,,,,,9.2,11.4,4.3,11.8
44,Rhode Island,2017,5282.0,0.0,71.0,1087.0,71.0,500.3,0.0,6.7,103.0,6.7,,,,,7.9,11.7,4.6,12.7
44,Rhode Island,2018,5487.0,0.0,71.0,1336.0,96.0,518.5,0.0,6.7,126.2,9.1,,,,,9.1,10.9,4.1,13.3
44,Rhode Island,2019,5718.0,0.0,109.0,1516.0,101.0,539.8,0.0,10.3,143.1,9.5,,,,,6.6,10.7,4.1,13.4
44,Rhode Island,2020,4714.0,1.0,97.0,1399.0,89.0,430.0,9.9,8.8,127.6,8.1,,,,,6.0,9.9,3.7,10.5
44,Rhode Island,2021,5199.0,2.0,119.0,1681.0,209.0,474.5,19.1,10.9,153.4,19.1,,,,,7.0,10.9,4.3,9.2
45,South Carolina,2000,9950.0,32.0,394.0,8383.0,229.0,247.3,57.0,9.8,208.3,5.7,,,,,,,,
45,South Carolina,2001,15329.0,19.0,394.0,10805.0,235.0,377.3,34.1,9.7,266.0,5.8,,,,,,,,
45,South Carolina,2002,14314.0,15.0,202.0,9152.0,134.0,348.9,27.5,4.9,223.1,3.3,,,,,,,,
45,South Carolina,2003,14623.0,15.0,180.0,8518.0,94.0,353.1,27.0,4.3,205.7,2.3,,,,,,,,
45,South Carolina,2004,18423.0,10.0,204.0,9171.0,116.0,439.0,17.7,4.9,218.5,2.8,,,,,,,,
45,South Carolina,2005,18296.0,4.0,222.0,8561.0,84.0,430.4,6.9,5.2,201.4,2.0,,,,,,,,
45,South Carolina,2006,22351.0,2.0,174.0,10320.0,66.0,515.7,3.2,4.0,238.1,1.5,,,,,,,,
45,South Carolina,2007,26431.0,1.0,143.0,10326.0,91.0,598.4,1.6,3.2,233.8,2.1,,,,,,,,
45,South Carolina,2008,26323.0,2.0,192.0,9442.0,98.0,585.2,3.2,4.3,209.9,2.2,,,,,,,,
45,South Carolina,2009,26654.0,0.0,284.0,8318.0,123.0,585.3,0.0,6.2,182.6,2.7,,,,,,,,
45,South Carolina,2010,26525.0,1.0,344.0,7970.0,155.0,572.2,1.7,7.4,171.9,3.3,,,,,,,,
45,South Carolina,2011,28932.0,0.0,345.0,8350.0,221.0,619.3,0.0,7.4,178.7,4.7,,,,,14.3,15.9,16.7,18.0
45,South Carolina,2012,27149.0,7.0,336.0,7638.0,225.0,575.5,12.2,7.1,161.9,4.8,,,,,14.1,15.2,16.8,17.1
45,South Carolina,2013,25594.0,1.0,415.0,7194.0,271.0,537.2,1.8,8.7,151.0,5.7,,,,,14.1,14.3,15.8,16.9
45,South Carolina,2014,28087.0,5.0,467.0,8253.0,250.0,582.3,8.7,9.7,171.1,5.2,,,,,13.2,13.8,13.6,16.5
45,South Carolina,2015,27538.0,3.0,496.0,8206.0,294.0,562.9,5.2,10.1,167.7,6.0,,,,,12.1,13.6,10.9,15.9
45,South Carolina,2016,28179.0,9.0,613.0,9194.0,316.0,568.4,15.7,12.4,185.4,6.4,,,,,10.8,13.4,10.0,16.0
45,South Carolina,2017,32235.0,8.0,687.0,12623.0,361.0,642.0,14.0,13.7,251.4,7.2,,,,,11.3,12.6,11.0,16.6
45,South Carolina,2018,33910.0,9.0,732.0,13801.0,384.0,667.0,15.9,14.4,271.5,7.6,,,,,10.8,11.6,10.5,16.8
45,South Carolina,2019,35950.0,17.0,681.0,14160.0,516.0,698.2,29.8,13.2,275.0,10.0,,,,,9.8,11.7,10.8,16.0
45,South Carolina,2020,34118.0,19.0,796.0,16705.0,652.0,665.0,34.1,15.5,325.6,12.7,,,,,9.2,10.6,10.5,15.8
45,South Carolina,2021,36477.0,19.0,972.0,16052.0,836.0,702.7,33.2,18.7,309.2,16.1,,,,,10.8,10.4,10.0,14.4
46,South Dakota,2000,1834.0,0.0,0.0,277.0,0.0,242.7,0.0,0.0,36.7,0.0,,,,,,,,
46,South Dakota,2001,1821.0,0.0,0.0,289.0,1.0,240.0,0.0,0.0,38.1,0.1,,,,,,,,
46,South Dakota,2002,2215.0,0.0,0.0,263.0,0.0,290.8,0.0,0.0,34.5,0.0,,,,,,,,
46,South Dakota,2003,2608.0,0.0,3.0,226.0,2.0,340.5,0.0,0.4,29.5,0.3,,,,,,,,
46,South Dakota,2004,2532.0,0.0,0.0,304.0,0.0,327.5,0.0,0.0,39.3,0.0,,,,,,,,
46,South Dakota,2005,2701.0,0.0,0.0,351.0,2.0,346.8,0.0,0.0,45.1,0.3,,,,,,,,
46,South Dakota,2006,2633.0,0.0,6.0,367.0,13.0,334.6,0.0,0.8,46.6,1.7,,,,,,,,
46,South Dakota,2007,2620.0,0.0,4.0,261.0,7.0,329.3,0.0,0.5,32.8,0.9,,,,,,,,
46,South Dakota,2008,2956.0,0.0,3.0,375.0,1.0,368.1,0.0,0.4,46.7,0.1,,,,,,,,
46,South Dakota,2009,3015.0,0.0,2.0,344.0,0.0,371.8,0.0,0.2,42.4,0.0,,,,,,,,
46,South Dakota,2010,3192.0,0.0,0.0,468.0,4.0,391.1,0.0,0.0,57.3,0.5,,,,,,,,
46,South Dakota,2011,3409.0,0.0,0.0,602.0,0.0,413.9,0.0,0.0,73.1,0.0,,,,,9.6,9.4,11.9,11.8
46,South Dakota,2012,3924.0,0.0,3.0,707.0,18.0,470.7,0.0,0.4,84.8,2.2,,,,,8.6,9.5,11.5,12.1
46,South Dakota,2013,3927.0,0.0,5.0,784.0,44.0,466.2,0.0,0.6,93.1,5.2,,,,,9.2,8.4,11.3,10.5
46,South Dakota,2014,4166.0,3.0,23.0,892.0,53.0,490.6,24.4,2.7,105.0,6.2,,,,,9.4,8.3,9.8,11.1
46,South Dakota,2015,3949.0,0.0,11.0,1048.0,39.0,462.4,0.0,1.3,122.7,4.6,,,,,8.3,8.8,10.2,10.7
46,South Dakota,2016,4331.0,2.0,14.0,1269.0,26.0,501.9,16.3,1.6,147.0,3.0,,,,,8.2,8.8,8.7,13.0
46,South Dakota,2017,4437.0,3.0,19.0,1290.0,33.0,508.3,24.7,2.2,147.8,3.8,,,,,8.4,8.3,9.1,12.3
46,South Dakota,2018,4432.0,1.0,9.0,1689.0,41.0,504.4,8.4,1.0,192.2,4.7,,,,,8.0,7.7,9.8,13.1
46,South Dakota,2019,4547.0,2.0,8.0,2170.0,48.0,514.0,17.5,0.9,245.3,5.4,,,,,7.3,7.9,10.2,11.9
46,South Dakota,2020,4044.0,4.0,38.0,2424.0,66.0,455.9,36.5,4.3,273.3,7.4,,,,,7.3,7.8,9.8,13.8
46,South Dakota,2021,4853.0,16.0,353.0,3258.0,436.0,542.0,140.7,39.4,363.9,48.7,,,,,7.9,6.9,9.5,10.9
47,Tennessee,2000,15068.0,25.0,627.0,11876.0,532.0,264.2,31.4,11.0,208.2,9.3,,,,,,,,
47,Tennessee,2001,15560.0,14.0,553.0,10145.0,331.0,270.4,17.9,9.6,176.3,5.8,,,,,,,,
47,Tennessee,2002,16042.0,10.0,390.0,9348.0,168.0,276.5,12.9,6.7,161.1,2.9,,,,,,,,
47,Tennessee,2003,20380.0,7.0,228.0,8519.0,135.0,348.0,8.9,3.9,145.5,2.3,,,,,,,,
47,Tennessee,2004,22515.0,9.0,206.0,8475.0,130.0,380.4,11.3,3.5,143.2,2.2,,,,,,,,
47,Tennessee,2005,23084.0,4.0,203.0,8605.0,217.0,384.9,4.9,3.4,143.5,3.6,,,,,,,,
47,Tennessee,2006,25320.0,6.0,233.0,9694.0,249.0,415.7,7.1,3.8,159.2,4.1,,,,,,,,
47,Tennessee,2007,26866.0,4.0,304.0,9564.0,367.0,435.2,4.6,4.9,154.9,5.9,,,,,,,,
47,Tennessee,2008,28038.0,11.0,312.0,8780.0,413.0,449.4,12.9,5.0,140.7,6.6,,,,,,,,
47,Tennessee,2009,29711.0,13.0,333.0,7926.0,403.0,472.3,15.8,5.3,126.0,6.4,,,,,,,,
47,Tennessee,2010,28327.0,11.0,363.0,7121.0,277.0,445.7,13.8,5.7,112.0,4.4,,,,,,,,
47,Tennessee,2011,31105.0,8.0,256.0,7667.0,278.0,486.1,10.1,4.0,119.8,4.3,,,,,13.7,15.8,14.6,12.8
47,Tennessee,2012,32525.0,2.0,255.0,9098.0,266.0,504.0,2.5,4.0,141.0,4.1,,,,,13.7,14.8,13.9,12.5
47,Tennessee,2013,30370.0,2.0,267.0,7376.0,214.0,467.6,2.5,4.1,113.6,3.3,,,,,13.3,14.4,13.9,12.3
47,Tennessee,2014,30793.0,2.0,236.0,7199.0,237.0,470.8,2.5,3.6,110.1,3.6,,,,,13.7,14.2,12.0,12.5
47,Tennessee,2015,31272.0,5.0,312.0,8386.0,349.0,474.5,6.1,4.7,127.2,5.3,,,,,12.3,13.9,10.3,12.5
47,Tennessee,2016,32304.0,8.0,337.0,10179.0,390.0,486.1,9.9,5.1,153.2,5.9,,,,,11.6,13.1,9.0,12.4
47,Tennessee,2017,35087.0,10.0,412.0,12426.0,488.0,523.0,12.3,6.1,185.2,7.3,,,,,10.9,12.2,9.5,12.5
47,Tennessee,2018,38212.0,13.0,472.0,14627.0,553.0,564.3,16.1,7.0,216.0,8.2,,,,,11.3,12.2,10.1,13.0
47,Tennessee,2019,41089.0,13.0,639.0,16026.0,676.0,601.7,16.2,9.4,234.7,9.9,,,,,10.0,12.0,10.1,12.3
47,Tennessee,2020,37907.0,31.0,686.0,18458.0,767.0,547.8,39.4,9.9,266.7,11.1,,,,,9.1,10.3,10.2,11.9
47,Tennessee,2021,39227.0,39.0,839.0,18768.0,952.0,562.4,47.7,12.0,269.1,13.6,,,,,9.7,10.3,10.0,10.3
48,Texas,2000,68814.0,72.0,1171.0,32919.0,396.0,328.5,19.8,5.6,157.2,1.9,,,,,,,,
48,Texas,2001,69752.0,75.0,964.0,30024.0,478.0,327.0,20.5,4.5,140.8,2.2,,,,,,,,
48,Texas,2002,69521.0,72.0,1149.0,26988.0,589.0,320.3,19.3,5.3,124.3,2.7,,,,,,,,
48,Texas,2003,69200.0,77.0,1065.0,24595.0,654.0,313.9,20.4,4.8,111.5,3.0,,,,,,,,
48,Texas,2004,70232.0,65.0,1069.0,24371.0,827.0,313.4,17.0,4.8,108.8,3.7,,,,,,,,
48,Texas,2005,71860.0,67.0,1013.0,26110.0,873.0,315.3,17.4,4.4,114.6,3.8,,,,,,,,
48,Texas,2006,75543.0,79.0,1312.0,30449.0,1064.0,323.4,19.8,5.6,130.4,4.6,,,,,,,,
48,Texas,2007,85786.0,99.0,1467.0,32073.0,1160.0,360.1,24.3,6.2,134.6,4.9,,,,,,,,
48,Texas,2008,100870.0,127.0,1733.0,32199.0,1405.0,415.3,31.3,7.1,132.6,5.8,,,,,,,,
48,Texas,2009,105910.0,128.0,1932.0,29295.0,1644.0,427.6,31.8,7.8,118.3,6.6,,,,,,,,
48,Texas,2010,119872.0,105.0,1874.0,31788.0,1230.0,474.9,27.2,7.4,125.9,4.9,,,,,,,,
48,Texas,2011,124882.0,99.0,1581.0,30930.0,1169.0,487.0,26.2,6.2,120.6,4.6,,,,,14.4,18.9,23.0,12.4
48,Texas,2012,127036.0,78.0,1767.0,32473.0,1627.0,487.0,20.4,6.8,124.5,6.2,,,,,14.0,18.6,22.5,11.7
48,Texas,2013,129861.0,74.0,1902.0,33835.0,1475.0,490.4,19.1,7.2,127.8,5.6,,,,,13.6,18.1,22.1,11.2
48,Texas,2014,131219.0,75.0,1984.0,35322.0,1636.0,486.6,18.8,7.4,131.0,6.1,,,,,13.4,17.8,19.1,11.0
48,Texas,2015,141158.0,52.0,2471.0,39717.0,1680.0,513.9,12.9,9.0,144.6,6.1,,,,,12.2,17.6,17.1,11.0
48,Texas,2016,142952.0,71.0,2872.0,42472.0,1955.0,512.1,17.8,10.3,152.2,7.0,,,,,12.0,17.1,16.6,11.3
48,Texas,2017,151533.0,179.0,3680.0,47409.0,2233.0,535.5,46.9,13.0,167.6,7.9,,,,,11.3,16.4,17.3,12.0
48,Texas,2018,146510.0,371.0,4245.0,47231.0,2538.0,511.8,98.0,14.8,165.0,8.9,,,,,11.4,16.0,17.7,11.9
48,Texas,2019,129075.0,528.0,4065.0,44230.0,2357.0,445.1,139.8,14.0,152.5,8.1,,,,,10.5,15.4,18.4,11.5
48,Texas,2020,135124.0,561.0,5411.0,58246.0,2708.0,462.5,152.4,18.5,199.4,9.3,,,,,9.6,14.2,17.5,10.6
48,Texas,2021,149636.0,680.0,7283.0,64623.0,3865.0,506.8,182.0,24.7,218.9,13.1,,,,,11.0,14.6,18.0,9.0
49,Utah,2000,2190.0,1.0,10.0,231.0,2.0,97.6,2.1,0.4,10.3,0.1,,,,,,,,
49,Utah,2001,3004.0,0.0,0.0,219.0,11.0,131.1,0.0,0.0,9.6,0.5,,,,,,,,
49,Utah,2002,3540.0,0.0,8.0,374.0,7.0,151.6,0.0,0.3,16.0,0.3,,,,,,,,
49,Utah,2003,3893.0,0.0,7.0,412.0,14.0,163.7,0.0,0.3,17.3,0.6,,,,,,,,
49,Utah,2004,3857.0,1.0,5.0,603.0,13.0,158.2,2.0,0.2,24.7,0.5,,,,,,,,
49,Utah,2005,4602.0,0.0,7.0,727.0,10.0,184.2,0.0,0.3,29.1,0.4,,,,,,,,
49,Utah,2006,5092.0,2.0,7.0,888.0,21.0,197.2,3.7,0.3,34.4,0.8,,,,,,,,
49,Utah,2007,5721.0,0.0,2.0,821.0,20.0,214.8,0.0,0.1,30.8,0.8,,,,,,,,
49,Utah,2008,6021.0,0.0,10.0,477.0,25.0,221.0,0.0,0.4,17.5,0.9,,,,,,,,
49,Utah,2009,6145.0,0.0,7.0,341.0,31.0,221.0,0.0,0.3,12.3,1.1,,,,,,,,
49,Utah,2010,6690.0,1.0,20.0,310.0,65.0,241.1,1.9,0.7,11.2,2.3,,,,,,,,
49,Utah,2011,7086.0,0.0,8.0,277.0,14.0,251.8,0.0,0.3,9.8,0.5,,,,,10.4,9.7,15.3,11.0
49,Utah,2012,7615.0,0.0,8.0,479.0,42.0,266.9,0.0,0.3,16.8,1.5,,,,,9.6,9.0,14.5,10.1
49,Utah,2013,7535.0,0.0,47.0,951.0,74.0,260.0,0.0,1.6,32.8,2.6,,,,,9.3,8.4,14.0,10.6
49,Utah,2014,8223.0,0.0,41.0,1441.0,47.0,280.0,0.0,1.4,49.1,1.6,,,,,8.5,8.6,12.5,10.2
49,Utah,2015,8633.0,0.0,31.0,1562.0,65.0,289.5,0.0,1.0,52.4,2.2,,,,,8.3,8.5,10.5,10.3
49,Utah,2016,9457.0,0.0,61.0,2100.0,92.0,310.9,0.0,2.0,69.0,3.0,,,,,7.2,8.3,8.8,10.5
49,Utah,2017,10135.0,0.0,85.0,2543.0,117.0,326.8,0.0,2.7,82.0,3.8,,,,,6.7,7.9,9.2,10.1
49,Utah,2018,10541.0,1.0,101.0,2895.0,169.0,334.3,2.1,3.2,91.8,5.4,,,,,6.1,7.6,9.4,9.9
49,Utah,2019,11075.0,4.0,120.0,2886.0,138.0,345.5,8.5,3.7,90.0,4.3,,,,,6.1,7.0,9.7,9.7
49,Utah,2020,10466.0,1.0,81.0,3112.0,131.0,318.9,2.2,2.5,94.8,4.0,,,,,4.7,6.0,8.5,9.5
49,Utah,2021,11221.0,2.0,131.0,3621.0,205.0,336.2,4.3,3.9,108.5,6.1,,,,,5.9,6.8,9.0,7.4
50,Vermont,2000,526.0,0.0,0.0,65.0,0.0,86.3,0.0,0.0,10.7,0.0,,,,,,,,
50,Vermont,2001,638.0,0.0,1.0,76.0,3.0,104.3,0.0,0.2,12.4,0.5,,,,,,,,
50,Vermont,2002,954.0,0.0,0.0,98.0,2.0,155.2,0.0,0.0,15.9,0.3,,,,,,,,
50,Vermont,2003,1060.0,0.0,0.0,97.0,1.0,171.9,0.0,0.0,15.7,0.2,,,,,,,,
50,Vermont,2004,1137.0,0.0,0.0,86.0,1.0,183.9,0.0,0.0,13.9,0.2,,,,,,,,
50,Vermont,2005,957.0,0.0,0.0,60.0,1.0,154.7,0.0,0.0,9.7,0.2,,,,,,,,
50,Vermont,2006,1191.0,0.0,2.0,72.0,3.0,192.1,0.0,0.3,11.6,0.5,,,,,,,,
50,Vermont,2007,1057.0,0.0,1.0,64.0,10.0,170.4,0.0,0.2,10.3,1.6,,,,,,,,
50,Vermont,2008,1190.0,0.0,6.0,37.0,11.0,191.6,0.0,1.0,6.0,1.8,,,,,,,,
50,Vermont,2009,1186.0,0.0,1.0,50.0,0.0,190.8,0.0,0.2,8.0,0.0,,,,,,,,
50,Vermont,2010,1257.0,0.0,0.0,58.0,4.0,200.8,0.0,0.0,9.3,0.6,,,,,,,,
50,Vermont,2011,1483.0,0.0,1.0,48.0,9.0,236.5,0.0,0.2,7.7,1.4,,,,,6.9,8.3,6.6,20.7
50,Vermont,2012,1724.0,0.0,6.0,99.0,6.0,275.4,0.0,1.0,15.8,1.0,,,,,7.4,8.3,6.5,20.2
50,Vermont,2013,1842.0,0.0,2.0,97.0,3.0,294.2,0.0,0.3,15.5,0.5,,,,,7.8,8.5,7.2,21.8
50,Vermont,2014,2237.0,0.0,7.0,84.0,5.0,357.8,0.0,1.1,13.4,0.8,,,,,8.7,8.0,5.0,21.0
50,Vermont,2015,1901.0,0.0,6.0,155.0,9.0,304.1,0.0,1.0,24.8,1.4,,,,,5.8,8.3,3.8,22.0
50,Vermont,2016,1690.0,0.0,14.0,126.0,23.0,271.0,0.0,2.2,20.2,3.7,,,,,7.7,7.8,3.7,22.7
50,Vermont,2017,1858.0,0.0,13.0,203.0,13.0,297.6,0.0,2.1,32.5,2.1,,,,,7.0,7.4,4.6,23.5
